player,nation,pos,team,age,league,playing time_min,performance_gls,performance_ast,performance_crdy,performance_crdr,performance_tklw,performance_int,performance_crs,standard_sot,performance_saves,performance_ga,performance_cs
Yussuf Poulsen,dk DEN,FW,Hamburger SV,31,GER-Bundesliga,334,1,0,4,0,2,2,2,3,,,
Alexander Prass,at AUT,MF,Hoffenheim,24,GER-Bundesliga,1308,3,2,4,0,22,6,47,11,,,
Grischa Prömel,de GER,MF,Hoffenheim,30,GER-Bundesliga,1758,7,2,5,0,16,15,11,14,,,
Cameron Puertas,ch SUI,MF,Werder Bremen,26,GER-Bundesliga,1846,1,2,6,0,37,19,77,8,,,
Arkadiusz Pyrka,pl POL,MF,St Pauli,22,GER-Bundesliga,2576,0,1,3,0,24,23,47,3,,,
Jarell Quansah,eng ENG,DF,Leverkusen,22,GER-Bundesliga,2299,4,0,9,0,22,26,22,8,,,
Leopold Querfeld,at AUT,DF,Union Berlin,21,GER-Bundesliga,2705,3,0,7,0,27,35,3,10,,,
Matheo Raab,de GER,GK,Union Berlin,26,GER-Bundesliga,90,0,0,0,0,0,0,0,0,6,0,1
Diant Ramaj,de GER,GK,Heidenheim,23,GER-Bundesliga,2790,0,1,2,0,0,0,0,0,100,67,1
Guilherme Ramos,pt POR,DF,Hamburger SV,27,GER-Bundesliga,48,0,0,0,0,0,0,0,1,,,
Grant Ranos,am ARM,FW,Gladbach,22,GER-Bundesliga,119,1,0,1,0,1,1,5,2,,,
Mathias Rasmussen,no NOR,MF,St Pauli,27,GER-Bundesliga,694,0,0,0,0,6,8,6,2,,,
David Raum,de GER,DF,RB Leipzig,27,GER-Bundesliga,2553,3,7,6,0,35,33,250,8,,,
Luca Reggiani,it ITA,DF,Dortmund,17,GER-Bundesliga,511,1,0,2,0,10,2,1,1,,,
Rocco Reitz,de GER,MF,Gladbach,23,GER-Bundesliga,2627,0,4,8,1,42,49,86,14,,,
Nicolai Remberg,de GER,MF,Hamburger SV,25,GER-Bundesliga,2880,0,2,11,0,27,43,5,8,,,
Elvis Rexhbeçaj,xk KVX,MF,Augsburg,27,GER-Bundesliga,1118,2,0,4,0,8,4,16,5,,,
Gio Reyna,us USA,MF,Gladbach,22,GER-Bundesliga,520,1,0,1,0,6,4,9,2,,,
Rodrigo Ribeiro,pt POR,FW,Augsburg,20,GER-Bundesliga,636,2,0,1,0,3,4,3,7,,,
Fabian Rieder,ch SUI,MF,Augsburg,23,GER-Bundesliga,2343,6,3,4,0,20,13,116,13,,,
Lasse Rieß,de GER,GK,Mainz 05,24,GER-Bundesliga,292,0,0,0,0,0,0,0,0,15,12,0
Lars Ritzka,de GER,"MF,DF",St Pauli,27,GER-Bundesliga,966,0,0,1,0,26,13,18,1,,,
Merlin Röhl,de GER,MF,Freiburg,23,GER-Bundesliga,66,0,0,0,0,1,0,1,0,,,
Rômulo,br BRA,FW,RB Leipzig,23,GER-Bundesliga,2188,9,4,3,0,19,11,0,27,,,
Max Rosenfelder,de GER,DF,Freiburg,22,GER-Bundesliga,492,0,0,0,0,5,5,0,0,,,
Tom Rothe,de GER,"MF,DF",Union Berlin,20,GER-Bundesliga,1029,2,0,1,1,15,21,35,5,,,
Julian Ryerson,no NOR,MF,Dortmund,27,GER-Bundesliga,2266,0,15,8,0,21,12,250,1,,,
Frederik Rønnow,dk DEN,GK,Union Berlin,32,GER-Bundesliga,2640,0,0,2,0,1,1,0,0,75,54,5
Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,18,GER-Bundesliga,321,0,1,3,1,2,1,4,2,,,
Elias Saad,tn TUN,"MF,FW",Augsburg,25,GER-Bundesliga,497,0,0,1,0,8,1,9,3,,,
Marcel Sabitzer,at AUT,MF,Dortmund,31,GER-Bundesliga,1817,1,2,3,0,19,20,37,4,,,
Emir Sahiti,xk KVX,FW,Hamburger SV,26,GER-Bundesliga,120,0,0,0,0,0,0,1,0,,,
Manolis Saliakas,gr GRE,MF,St Pauli,28,GER-Bundesliga,1106,1,3,3,0,20,13,44,3,,,
Albert Sambi Lokonga,be BEL,MF,Hamburger SV,25,GER-Bundesliga,1710,5,0,3,0,13,13,13,11,,,
Philipp Sander,de GER,"DF,MF",Gladbach,27,GER-Bundesliga,2445,2,0,4,0,42,50,28,8,,,
James Sands,us USA,MF,St Pauli,25,GER-Bundesliga,1934,1,0,4,0,23,41,9,4,,,
Kaishū Sano,jp JPN,MF,Mainz 05,24,GER-Bundesliga,3059,1,2,1,0,31,67,18,6,,,
Kauã Santos,br BRA,GK,Frankfurt,22,GER-Bundesliga,1084,0,0,0,0,1,0,0,0,37,32,2
Bara Sapoko Ndiaye,sn SEN,MF,Bayern Munich,17,GER-Bundesliga,143,0,0,0,0,5,2,1,0,,,
Alejo Sarco,ar ARG,FW,Gladbach,19,GER-Bundesliga,53,0,0,0,0,0,0,0,0,,,
Alejo Sarco,ar ARG,FW,Leverkusen,19,GER-Bundesliga,74,0,0,0,0,0,0,0,0,,,
Joe Scally,us USA,"DF,MF",Gladbach,22,GER-Bundesliga,2608,2,3,8,0,27,18,47,10,,,
András Schäfer,hu HUN,MF,Union Berlin,26,GER-Bundesliga,1421,2,1,2,1,22,20,18,10,,,
Fynn Schenten,de GER,FW,Köln,17,GER-Bundesliga,100,0,0,0,0,0,0,3,0,,,
Derry Scherhant,de GER,MF,Freiburg,22,GER-Bundesliga,1301,5,1,2,0,9,7,72,13,,,
Patrik Schick,cz CZE,FW,Leverkusen,29,GER-Bundesliga,1988,16,3,2,0,4,3,0,34,,,
Stefan Schimmer,de GER,FW,Heidenheim,31,GER-Bundesliga,820,5,1,1,0,4,4,10,12,,,
Xaver Schlager,at AUT,MF,RB Leipzig,27,GER-Bundesliga,1837,3,1,6,0,25,7,11,7,,,
Keven Schlotterbeck,de GER,DF,Augsburg,28,GER-Bundesliga,2031,0,1,7,1,25,33,6,3,,,
Nico Schlotterbeck,de GER,DF,Dortmund,25,GER-Bundesliga,2520,5,1,8,0,38,24,31,9,,,
Mick Schmetgens,de GER,MF,Werder Bremen,17,GER-Bundesliga,37,0,0,0,0,0,1,2,0,,,
Romano Schmid,at AUT,"MF,FW",Werder Bremen,25,GER-Bundesliga,2982,4,8,4,0,28,13,154,21,,,
Isaac Schmidt,ch SUI,"MF,DF",Werder Bremen,25,GER-Bundesliga,682,1,0,2,0,10,11,8,2,,,
Joël Schmied,ch SUI,DF,Köln,26,GER-Bundesliga,1078,0,0,5,0,9,11,5,0,,,
Tim Schnitzer,de GER,MF,Augsburg,17,GER-Bundesliga,6,0,0,0,0,0,0,0,0,,,
Jan Schöppner,de GER,MF,Heidenheim,26,GER-Bundesliga,2252,3,3,5,0,17,32,14,7,,,
Marvin Schwäbe,de GER,GK,Köln,30,GER-Bundesliga,3060,0,0,2,0,1,3,0,0,92,63,3
Léo Scienza,br BRA,MF,Heidenheim,26,GER-Bundesliga,180,1,0,0,0,2,0,13,1,,,
Sebastian Sebulonsen,no NOR,"DF,MF",Köln,25,GER-Bundesliga,2498,0,0,5,0,26,17,67,5,,,
Jenson Seelt,nl NED,DF,Wolfsburg,22,GER-Bundesliga,681,0,0,0,0,9,5,0,0,,,
Nicolas Seiwald,at AUT,MF,RB Leipzig,24,GER-Bundesliga,2694,0,2,2,0,47,60,6,7,,,
Kento Shiogai,jp JPN,MF,Wolfsburg,20,GER-Bundesliga,318,1,0,3,0,4,3,1,6,,,
Armindo Sieb,de GER,FW,Mainz 05,22,GER-Bundesliga,548,2,0,1,0,4,0,13,6,,,
Tim Siersleben,de GER,DF,Heidenheim,25,GER-Bundesliga,1081,0,0,2,0,16,21,13,3,,,
Fábio Silva,pt POR,"FW,MF",Dortmund,23,GER-Bundesliga,817,2,6,3,0,2,2,12,8,,,
Xavi Simons,nl NED,MF,RB Leipzig,22,GER-Bundesliga,90,0,0,0,0,0,1,2,0,,,
Jahmai Simpson-Pusey,eng ENG,DF,Köln,19,GER-Bundesliga,863,0,0,2,1,8,12,2,3,,,
Danel Sinani,lu LUX,"MF,FW",St Pauli,28,GER-Bundesliga,2069,5,3,4,0,16,5,135,18,,,
Tim Skarke,de GER,"MF,FW",Union Berlin,28,GER-Bundesliga,623,1,1,0,0,4,1,13,5,,,
Ellyes Skhiri,tn TUN,"MF,DF",Frankfurt,30,GER-Bundesliga,1444,0,0,3,1,8,25,3,0,,,
Andreas Skov Olsen,dk DEN,MF,Wolfsburg,25,GER-Bundesliga,362,1,0,1,0,1,1,6,2,,,
Robert Skov,dk DEN,"DF,MF",Union Berlin,29,GER-Bundesliga,220,0,0,0,0,5,2,12,0,,,
Eric Smith,se SWE,"DF,MF",St Pauli,28,GER-Bundesliga,2311,2,2,4,1,23,24,64,5,,,
Aboubaka Soumahoro,fr FRA,"MF,DF",Hamburger SV,20,GER-Bundesliga,136,0,0,1,0,0,0,1,0,,,
Vinicius Souza,br BRA,MF,Wolfsburg,26,GER-Bundesliga,1764,0,0,5,0,32,25,4,2,,,
Jens Stage,dk DEN,MF,Werder Bremen,28,GER-Bundesliga,2460,10,2,5,0,32,18,14,21,,,
Otto Stange,de GER,FW,Hamburger SV,18,GER-Bundesliga,293,0,0,0,0,3,0,6,1,,,
Josip Stanišić,hr CRO,DF,Bayern Munich,25,GER-Bundesliga,1857,2,3,1,0,21,18,36,4,,,
Niklas Stark,de GER,DF,Werder Bremen,30,GER-Bundesliga,697,0,0,8,2,12,13,1,1,,,
Pascal Stenzel,de GER,MF,Stuttgart,29,GER-Bundesliga,106,0,0,2,0,0,2,5,1,,,
Leonidas Stergiou,ch SUI,DF,Heidenheim,23,GER-Bundesliga,206,0,0,0,0,3,1,1,0,,,
Leonidas Stergiou,ch SUI,DF,Stuttgart,23,GER-Bundesliga,1,0,0,0,0,0,0,0,0,,,
Finley Stevens,wls WAL,DF,St Pauli,22,GER-Bundesliga,27,0,0,0,0,0,0,1,0,,,
Angelo Stiller,de GER,MF,Stuttgart,24,GER-Bundesliga,2743,2,5,1,0,23,28,105,8,,,
Kevin Stöger,at AUT,MF,Gladbach,31,GER-Bundesliga,1324,1,1,3,0,20,13,61,7,,,
Yukinari Sugawara,jp JPN,"DF,MF",Werder Bremen,25,GER-Bundesliga,2428,0,6,2,1,22,15,74,11,,,
Niklas Süle,de GER,DF,Dortmund,29,GER-Bundesliga,486,0,1,3,0,5,6,6,1,,,
Yuito Suzuki,jp JPN,MF,Freiburg,23,GER-Bundesliga,1632,4,2,3,0,12,10,21,14,,,
Mattias Svanberg,se SWE,MF,Wolfsburg,26,GER-Bundesliga,861,3,1,6,1,7,10,8,8,,,
Daniel Svensson,se SWE,MF,Dortmund,23,GER-Bundesliga,2454,2,2,0,0,26,20,129,4,,,
Haris Tabaković,ba BIH,FW,Gladbach,31,GER-Bundesliga,2382,13,3,5,0,6,0,2,27,,,
Jonathan Tah,de GER,DF,Bayern Munich,29,GER-Bundesliga,2018,2,1,7,0,18,25,1,5,,,
Kōta Takai,jp JPN,DF,Gladbach,20,GER-Bundesliga,342,0,0,1,0,4,4,0,2,,,
Sander Tangvik,no NOR,GK,Hamburger SV,22,GER-Bundesliga,90,0,0,0,0,0,0,0,0,6,1,0
Axel Tapé,fr FRA,"MF,DF",Leverkusen,17,GER-Bundesliga,222,0,0,1,0,1,1,0,1,,,
Edmond Tapsoba,bf BFA,DF,Leverkusen,26,GER-Bundesliga,2575,5,3,7,0,15,21,13,10,,,
Rouven Tarnutzer,ch SUI,FW,Freiburg,18,GER-Bundesliga,7,0,0,0,0,0,0,0,0,,,
Nathan Tella,ng NGA,MF,Leverkusen,26,GER-Bundesliga,868,1,4,2,0,6,4,31,8,,,
Martin Terrier,fr FRA,"MF,FW",Leverkusen,28,GER-Bundesliga,675,4,1,1,0,4,1,5,6,,,
Arthur Theate,be BEL,DF,Frankfurt,25,GER-Bundesliga,2141,1,0,8,0,21,34,13,7,,,
Jan Thielmann,de GER,"MF,FW",Köln,23,GER-Bundesliga,1540,3,1,4,0,12,13,36,10,,,
Phillip Tietz,de GER,FW,Mainz 05,28,GER-Bundesliga,1610,5,2,2,0,4,7,4,21,,,
Phillip Tietz,de GER,FW,Augsburg,28,GER-Bundesliga,198,1,0,2,0,1,0,0,3,,,
Malik Tillman,us USA,MF,Leverkusen,23,GER-Bundesliga,1674,6,1,2,0,30,19,18,13,,,
Umut Tohumcu,de GER,MF,Hoffenheim,20,GER-Bundesliga,136,0,0,2,0,1,0,1,0,,,
Tiago Tomás,pt POR,"MF,FW",Stuttgart,23,GER-Bundesliga,1020,5,3,4,0,8,5,12,10,,,
Keke Topp,de GER,FW,Werder Bremen,21,GER-Bundesliga,638,1,1,4,0,5,1,5,3,,,
Jordan Torunarigha,de GER,DF,Hamburger SV,27,GER-Bundesliga,1962,0,0,3,0,22,30,3,1,,,
Bazoumana Touré,ci CIV,"MF,FW",Hoffenheim,19,GER-Bundesliga,2308,5,9,2,0,22,6,118,13,,,
Omar Traoré,de GER,"DF,MF",Heidenheim,27,GER-Bundesliga,1501,0,2,2,0,11,17,37,2,,,
Philipp Treu,de GER,"DF,MF",Freiburg,24,GER-Bundesliga,2186,1,2,2,0,27,7,32,5,,,
Christopher Trimmel,at AUT,"MF,DF",Union Berlin,38,GER-Bundesliga,1861,0,3,8,0,24,10,177,1,,,
Lukas Ullrich,de GER,"DF,MF",Gladbach,21,GER-Bundesliga,1305,0,0,2,0,17,21,38,2,,,
Sven Ulreich,de GER,GK,Bayern Munich,36,GER-Bundesliga,90,0,0,1,0,0,0,0,0,6,1,0
Deniz Undav,de GER,"FW,MF",Stuttgart,29,GER-Bundesliga,2241,19,7,5,0,14,4,16,46,,,
Dayot Upamecano,fr FRA,DF,Bayern Munich,26,GER-Bundesliga,1794,1,1,4,0,26,21,7,2,,,
Jan Urbich,de GER,DF,Gladbach,21,GER-Bundesliga,39,0,0,0,0,0,0,0,0,,,
Jonas Urbig,de GER,GK,Bayern Munich,21,GER-Bundesliga,1111,0,0,0,0,0,0,0,0,32,15,6
Can Uzun,tr TUR,MF,Frankfurt,19,GER-Bundesliga,1156,8,4,3,0,9,3,24,19,,,
Josha Vagnoman,de GER,"DF,MF",Stuttgart,24,GER-Bundesliga,1587,1,3,3,0,19,3,33,11,,,
Maarten Vandevoordt,be BEL,GK,RB Leipzig,23,GER-Bundesliga,1052,0,0,0,0,0,0,0,0,30,15,2
Nikola Vasilj,ba BIH,GK,St Pauli,29,GER-Bundesliga,3060,0,0,0,0,1,1,0,0,123,60,5
Denis Vavro,sk SVK,DF,Wolfsburg,29,GER-Bundesliga,1176,1,0,2,0,5,14,4,5,,,
Lucas Vázquez,es ESP,MF,Leverkusen,34,GER-Bundesliga,481,1,2,2,0,4,2,20,1,,,
Nikolas Veratschnig,at AUT,"MF,DF",Mainz 05,22,GER-Bundesliga,660,0,1,3,0,13,10,21,1,,,
Fabio Vieira,pt POR,"MF,FW",Hamburger SV,25,GER-Bundesliga,2206,7,5,4,2,9,15,59,19,,,
Luka Vušković,hr CRO,DF,Hamburger SV,18,GER-Bundesliga,2442,6,0,6,0,17,40,2,10,,,
Yannik Wagner,de GER,FW,Heidenheim,18,GER-Bundesliga,49,0,0,0,0,0,0,2,0,,,
Elye Wahi,ci CIV,FW,Frankfurt,22,GER-Bundesliga,324,0,1,1,0,1,0,5,3,,,
Hauke Wahl,de GER,DF,St Pauli,31,GER-Bundesliga,2592,2,1,1,0,32,31,12,4,,,
Luca Waldschmidt,de GER,"FW,MF",Köln,29,GER-Bundesliga,677,5,4,1,0,3,4,22,13,,,
Tobias Weigel,de GER,FW,Heidenheim,18,GER-Bundesliga,2,0,0,0,0,0,0,0,0,,,
Nelson Weiper,de GER,FW,Mainz 05,20,GER-Bundesliga,558,0,0,1,0,2,3,6,6,,,
Timo Werner,de GER,"FW,MF",RB Leipzig,29,GER-Bundesliga,14,0,0,0,0,0,0,2,0,,,
Silvan Widmer,ch SUI,MF,Mainz 05,32,GER-Bundesliga,1810,2,1,5,0,27,18,37,4,,,
Patrick Wimmer,at AUT,MF,Wolfsburg,24,GER-Bundesliga,1621,4,3,4,0,20,23,25,8,,,
Jonas Wind,dk DEN,FW,Wolfsburg,26,GER-Bundesliga,481,1,0,1,0,0,0,0,6,,,
Maximilian Wöber,at AUT,DF,Werder Bremen,27,GER-Bundesliga,37,0,0,0,0,1,2,1,0,,,
Marius Wolf,de GER,MF,Augsburg,30,GER-Bundesliga,1019,1,1,4,0,10,13,43,5,,,
Nick Woltemade,de GER,MF,Stuttgart,23,GER-Bundesliga,90,0,0,0,0,0,0,0,0,,,
Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,25,GER-Bundesliga,1197,4,1,0,0,7,8,31,8,,,
Dan-Axel Zagadou,fr FRA,DF,Stuttgart,26,GER-Bundesliga,209,0,0,0,0,4,5,0,1,,,
Aaron Zehnter,de GER,"DF,MF",Wolfsburg,20,GER-Bundesliga,1456,2,0,0,0,10,16,36,5,,,
Robin Zentner,de GER,GK,Mainz 05,30,GER-Bundesliga,876,0,0,2,1,0,0,0,0,31,14,0
Cedric Zesiger,ch SUI,DF,Augsburg,27,GER-Bundesliga,1816,0,0,7,0,24,17,34,3,,,
Michael Zetterer,de GER,GK,Frankfurt,30,GER-Bundesliga,1976,0,0,1,0,1,1,0,0,62,33,6
Budu Zivzivadze,ge GEO,FW,Heidenheim,31,GER-Bundesliga,1142,6,0,2,1,10,1,6,14,,,
Luka Đurić,rs SRB,MF,Hoffenheim,22,GER-Bundesliga,10,0,0,0,0,0,0,0,0,,,
Himad Abdelli,dz ALG,MF,Marseille,25,FRA-Ligue 1,138,0,0,1,0,1,2,1,1,,,
Himad Abdelli,dz ALG,MF,Angers,25,FRA-Ligue 1,943,2,0,1,0,17,13,9,5,,,
Ali Abdi,tn TUN,"MF,DF",Nice,31,FRA-Ligue 1,1187,3,0,4,1,11,10,33,4,,,
Salis Abdul Samed,gh GHA,MF,Nice,25,FRA-Ligue 1,911,0,0,3,0,7,11,2,0,,,
Saud Abdulhamid,sa KSA,MF,Lens,26,FRA-Ligue 1,1352,2,4,4,1,22,9,47,3,,,
Laurent Abergel,fr FRA,MF,Lorient,32,FRA-Ligue 1,2318,1,0,7,0,23,28,9,5,,,
Matthis Abline,fr FRA,"FW,MF",Nantes,22,FRA-Ligue 1,2494,6,4,6,0,13,9,62,22,,,
Abner,br BRA,"DF,MF",Lyon,25,FRA-Ligue 1,2150,3,2,4,1,24,8,61,7,,,
Francis Abu,gh GHA,MF,Toulouse,24,FRA-Ligue 1,526,0,0,2,0,12,8,0,0,,,
Giorgi Abuashvili,ge GEO,"MF,FW",Metz,22,FRA-Ligue 1,698,2,0,1,0,8,5,38,9,,,
Mathieu Acapandié,mg MAD,"DF,MF",Nantes,20,FRA-Ligue 1,261,0,0,0,0,1,3,11,0,,,
Simon Adingra,ci CIV,"MF,FW",Monaco,23,FRA-Ligue 1,855,3,2,0,0,9,6,29,6,,,
Nathaniel Adjei,gh GHA,DF,Lorient,22,FRA-Ligue 1,835,0,0,0,0,7,9,1,2,,,
Nayef Aguerd,ma MAR,DF,Marseille,29,FRA-Ligue 1,1396,1,0,4,0,16,21,2,2,,,
Ruben Aguilar,fr FRA,MF,Lens,32,FRA-Ligue 1,1720,2,2,6,1,24,24,86,3,,,
Naouirou Ahamada,fr FRA,MF,Auxerre,23,FRA-Ligue 1,682,0,1,0,0,10,5,6,1,,,
Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,19,FRA-Ligue 1,1403,2,1,3,1,11,18,2,4,,,
Tosin Aiyegun,bj BEN,"FW,MF",Lorient,27,FRA-Ligue 1,1073,5,0,1,0,5,1,6,12,,,
Ludovic Ajorque,fr FRA,FW,Brest,31,FRA-Ligue 1,2820,8,9,9,1,20,11,9,17,,,
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,23,FRA-Ligue 1,2400,6,6,3,0,26,18,53,19,,,
Clément Akpa,ci CIV,DF,Auxerre,23,FRA-Ligue 1,1944,0,0,4,1,19,23,30,0,,,
Mohamed Ali Cho,fr FRA,"FW,MF",Nice,21,FRA-Ligue 1,1667,4,3,1,0,9,4,39,14,,,
Jim Allevinah,ga GAB,MF,Angers,30,FRA-Ligue 1,133,1,0,0,0,1,0,1,1,,,
Kelvin Amian,fr FRA,DF,Nantes,27,FRA-Ligue 1,1961,0,1,3,0,18,8,29,2,,,
Michael Amir Murillo,pa PAN,"DF,MF",Marseille,29,FRA-Ligue 1,989,2,1,4,0,13,6,28,2,,,
Samuel Amo-Ameyaw,eng ENG,"MF,DF",Strasbourg,19,FRA-Ligue 1,1047,2,2,2,0,12,3,50,5,,,
Mathis Amougou,fr FRA,MF,Strasbourg,19,FRA-Ligue 1,409,0,0,1,0,11,2,2,2,,,
Benjamin André,fr FRA,MF,Lille,34,FRA-Ligue 1,2332,2,2,9,0,40,31,22,6,,,
Aaron Anselmino,ar ARG,DF,Strasbourg,20,FRA-Ligue 1,16,0,0,0,0,0,1,0,0,,,
Kyllian Antonio,fr FRA,DF,Lens,17,FRA-Ligue 1,190,0,1,1,0,4,5,2,0,,,
Youssef El-Arabi,ma MAR,FW,Nantes,38,FRA-Ligue 1,941,3,0,0,0,9,4,2,9,,,
Carlens Arcus,ht HAI,DF,Angers,29,FRA-Ligue 1,2040,0,3,7,0,29,29,38,1,,,
Paul Argney,fr FRA,GK,Le Havre,19,FRA-Ligue 1,90,0,0,0,0,0,0,0,0,2,1,0
Joel Asoro,se SWE,FW,Metz,26,FRA-Ligue 1,227,0,0,0,0,0,0,1,1,,,
Dehmaine Assoumani,fr FRA,MF,Nantes,20,FRA-Ligue 1,1276,1,0,5,0,18,16,88,7,,,
Otavio Ataide,br BRA,DF,Paris FC,23,FRA-Ligue 1,1901,1,0,6,1,29,27,6,3,,,
Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,36,FRA-Ligue 1,2039,10,5,1,0,6,7,30,34,,,
Arthur Avom,cm CMR,MF,Lorient,20,FRA-Ligue 1,2119,2,1,3,0,31,28,45,6,,,
Chidozie Awaziem,ng NGA,DF,Nantes,28,FRA-Ligue 1,2231,1,2,7,0,20,20,2,4,,,
Ilyas Azizi,fr FRA,FW,Toulouse,17,FRA-Ligue 1,29,0,0,0,0,1,0,2,0,,,
Oussama El Azzouzi,ma MAR,"MF,DF",Auxerre,24,FRA-Ligue 1,807,1,0,1,1,15,16,0,1,,,
Samson Baidoo,at AUT,DF,Lens,21,FRA-Ligue 1,1827,2,1,2,0,23,25,0,4,,,
Theo Bair,ca CAN,FW,Auxerre,25,FRA-Ligue 1,10,0,0,0,0,0,0,0,0,,,
Darryl Bakola,fr FRA,MF,Marseille,17,FRA-Ligue 1,75,0,0,0,0,1,0,1,1,,,
Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,22,FRA-Ligue 1,107,1,2,0,0,1,1,8,1,,,
Leonardo Balerdi,ar ARG,DF,Marseille,26,FRA-Ligue 1,2001,0,1,5,0,28,27,2,5,,,
Fodé Ballo-Touré,sn SEN,"DF,MF",Metz,28,FRA-Ligue 1,836,0,0,2,0,16,5,16,1,,,
Folarin Balogun,us USA,FW,Monaco,24,FRA-Ligue 1,2230,13,4,4,1,6,4,14,32,,,
Abdoulaye Bamba,ci CIV,DF,Angers,35,FRA-Ligue 1,255,0,0,1,0,6,6,1,1,,,
Aladji Bamba,fr FRA,MF,Monaco,19,FRA-Ligue 1,816,0,2,2,0,20,8,4,1,,,
Mohamed Bamba,ci CIV,FW,Lorient,23,FRA-Ligue 1,682,1,2,3,0,2,2,3,6,,,
Valentín Barco,ar ARG,MF,Strasbourg,21,FRA-Ligue 1,2168,2,4,5,1,33,14,103,10,,,
Bradley Barcola,fr FRA,FW,PSG,22,FRA-Ligue 1,1743,11,1,2,0,16,12,26,30,,,
Melvin Bard,fr FRA,"DF,MF",Nice,24,FRA-Ligue 1,2394,2,1,4,0,29,41,77,5,,,
Haris Belkebla,dz ALG,MF,Angers,31,FRA-Ligue 1,2875,0,0,7,0,44,30,5,0,,,
Yassin Belkhdim,fr FRA,MF,Angers,23,FRA-Ligue 1,2135,2,2,5,0,43,32,42,14,,,
Eliesse Ben Seghir,ma MAR,MF,Monaco,20,FRA-Ligue 1,45,0,0,0,0,0,0,1,0,,,
Yassine Benhattab,fr FRA,"MF,FW",Nantes,22,FRA-Ligue 1,477,0,0,0,0,6,0,25,1,,,
Mohamed Benoit Dao,fr FRA,FW,Paris FC,18,FRA-Ligue 1,2,0,0,0,0,0,0,1,0,,,
Nabil Bentaleb,dz ALG,MF,Lille,30,FRA-Ligue 1,1287,2,2,3,0,12,15,24,6,,,
Lucas Beraldo,br BRA,"DF,MF",PSG,21,FRA-Ligue 1,1567,2,1,2,0,21,18,2,4,,,
Anthony Bermont,fr FRA,FW,Lens,20,FRA-Ligue 1,104,0,0,0,0,1,3,11,2,,,
Gabin Bernardeau,fr FRA,MF,Nice,19,FRA-Ligue 1,95,0,0,0,0,4,0,5,1,,,
Mika Biereth,dk DEN,FW,Monaco,22,FRA-Ligue 1,1074,2,2,0,0,7,0,9,7,,,
Emmanuel Biumla,fr FRA,DF,Angers,20,FRA-Ligue 1,387,0,0,0,0,5,2,1,0,,,
Ludovic Blas,fr FRA,"MF,FW",Rennes,27,FRA-Ligue 1,1546,5,4,1,0,10,15,93,14,,,
Arnaud Bodart,be BEL,GK,Lille,27,FRA-Ligue 1,226,0,0,0,0,0,0,0,0,4,3,0
Jeremie Boga,ci CIV,"MF,FW",Nice,28,FRA-Ligue 1,646,2,2,0,0,5,3,12,5,,,
Morgan Bokelé Mputu,cm CMR,MF,Metz,21,FRA-Ligue 1,227,0,0,0,0,4,1,5,1,,,
Moïse Bombito,ca CAN,DF,Nice,25,FRA-Ligue 1,145,0,0,1,0,1,2,0,0,,,
Jean-Baptiste Bosey,fr FRA,FW,Strasbourg,17,FRA-Ligue 1,1,0,0,0,0,0,0,0,0,,,
Ayyoub Bouaddi,ma MAR,MF,Lille,17,FRA-Ligue 1,2321,0,1,7,1,40,27,20,5,,,
Badredine Bouanani,dz ALG,MF,Nice,20,FRA-Ligue 1,93,0,0,0,0,0,1,5,0,,,
Kaïl Boudache,fr FRA,"MF,FW",Nice,19,FRA-Ligue 1,531,1,0,1,0,9,6,8,2,,,
Hicham Boudaoui,dz ALG,MF,Nice,25,FRA-Ligue 1,1694,1,2,5,0,16,18,19,9,,,
Sofiane Boufal,ma MAR,"MF,FW",Le Havre,31,FRA-Ligue 1,1019,1,4,2,0,17,3,59,4,,,
Justin Bourgault,fr FRA,FW,Brest,19,FRA-Ligue 1,16,0,0,0,0,0,1,0,0,,,
Bilal Brahimi,dz ALG,"FW,MF",Nice,25,FRA-Ligue 1,1,0,0,0,0,0,0,2,0,,,
Lilian Brassier,fr FRA,DF,Rennes,25,FRA-Ligue 1,2250,0,1,2,0,13,38,23,2,,,
Marius Broholm,no NOR,MF,Lille,20,FRA-Ligue 1,279,1,1,0,0,6,2,14,3,,,
Paris Brunner,de GER,FW,Monaco,19,FRA-Ligue 1,132,0,0,1,0,2,1,1,1,,,
Andrija Bulatović,me MNE,MF,Lens,18,FRA-Ligue 1,762,0,4,2,0,21,8,56,5,,,
Vincent Burlet,be BEL,DF,Lille,19,FRA-Ligue 1,19,0,0,0,0,0,0,1,0,,,
Rémy Cabella,fr FRA,"MF,FW",Nantes,35,FRA-Ligue 1,572,2,0,1,0,7,6,37,5,,,
Pape Cabral,fr FRA,MF,Monaco,18,FRA-Ligue 1,77,0,0,0,0,1,1,0,2,,,
Noah Cadiou,gp GLP,MF,Lorient,26,FRA-Ligue 1,1879,3,1,2,0,16,24,3,9,,,
Mathieu Cafaro,fr FRA,FW,Paris FC,28,FRA-Ligue 1,152,0,0,0,0,0,0,7,1,,,
