Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani
Tim Kleindienst,GER,FW,29.0,Gladbach,GER-Bundesliga,7,0.08,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,90,40
Tim Lemperle,GER,FW,23.0,Hoffenheim,GER-Bundesliga,1944,21.6,8,2,0.37,0.09,21,27,16,6,3,1,0.0,0.0,0.0,90,40
Tim Oermann,GER,DF,21.0,Leverkusen,GER-Bundesliga,18,0.2,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,90,85
Tim Schnitzer,GER,MF,17.0,Augsburg,GER-Bundesliga,6,0.07,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Tim Siersleben,GER,DF,25.0,Heidenheim,GER-Bundesliga,1081,12.01,0,0,0.0,0.0,3,13,16,21,2,0,0.0,0.0,0.0,90,40
Tim Skarke,GER,"MF,FW",28.0,Union Berlin,GER-Bundesliga,623,6.92,1,1,0.14,0.14,5,13,4,1,0,0,0.0,0.0,0.0,90,40
Timo Hübers,GER,DF,29.0,Köln,GER-Bundesliga,675,7.5,0,0,0.0,0.0,0,1,9,10,0,0,0.0,0.0,0.0,90,40
Timo Werner,GER,"FW,MF",29.0,RB Leipzig,GER-Bundesliga,14,0.16,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,90,90
Timothee Pembele,FRA,"MF,DF",22.0,Le Havre,FRA-Ligue 1,381,4.23,0,0,0.0,0.0,2,6,5,3,1,0,0.0,0.0,0.0,85,40
Timothy Castagne,BEL,"DF,MF",29.0,Fulham,ENG-Premier League,1845,20.5,0,0,0.0,0.0,6,48,24,28,4,0,0.0,0.0,0.0,100,40
Timothy Chandler,USA,"DF,MF",35.0,Frankfurt,GER-Bundesliga,11,0.12,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,75
Timothy Weah,USA,"MF,DF",25.0,Marseille,FRA-Ligue 1,2253,25.03,2,2,0.08,0.08,10,62,35,15,5,0,0.0,0.0,0.0,85,70
Timothée Kolodziejczak,FRA,DF,33.0,Paris FC,FRA-Ligue 1,662,7.36,0,0,0.0,0.0,1,0,6,7,2,0,0.0,0.0,0.0,85,40
Tino Livramento,ENG,DF,22.0,Newcastle,ENG-Premier League,1328,14.76,0,1,0.0,0.07,0,36,14,2,1,0,0.0,0.0,0.0,100,75
Tjaš Begić,SVN,MF,22.0,Parma,ITA-Serie A,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Tobias Slotsager,DEN,DF,19.0,Hellas Verona,ITA-Serie A,446,4.96,0,0,0.0,0.0,1,2,7,3,0,0,0.0,0.0,0.0,90,40
Tobias Weigel,GER,FW,18.0,Heidenheim,GER-Bundesliga,2,0.02,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Tochukwu Nnadi,NGA,"MF,DF",22.0,Marseille,FRA-Ligue 1,351,3.9,0,1,0.0,0.26,1,6,3,3,1,0,0.0,0.0,0.0,85,70
Tolu Arokodare,NGA,FW,24.0,Wolves,ENG-Premier League,1419,15.77,3,1,0.19,0.06,16,0,4,5,1,0,0.0,0.0,0.0,100,40
Tom Bischof,GER,"DF,MF",20.0,Bayern Munich,GER-Bundesliga,1302,14.47,3,3,0.21,0.21,9,26,18,15,2,0,0.0,0.0,0.0,90,100
Tom Cairney,SCO,MF,34.0,Fulham,ENG-Premier League,775,8.61,2,0,0.23,0.0,2,6,4,4,3,0,0.0,0.0,0.0,100,40
Tom Dele-Bashiru,NGA,MF,25.0,Gençlerbirliği,TUR-Super Lig,2360,26.22,0,1,0.0,0.04,3,1,25,22,1,0,0.0,0.0,0.0,90,40
Tom Edozie,ENG,MF,19.0,Wolves,ENG-Premier League,14,0.16,1,0,6.25,0.0,1,0,0,0,0,0,0.0,0.0,0.0,100,40
Tom Krauß,GER,"MF,DF",24.0,Köln,GER-Bundesliga,1780,19.78,0,2,0.0,0.1,2,14,43,26,4,0,0.0,0.0,0.0,90,40
Tom Louchet,FRA,MF,22.0,Nice,FRA-Ligue 1,1367,15.19,3,2,0.2,0.13,6,51,17,9,1,1,0.0,0.0,0.0,85,40
Tom Rothe,GER,"MF,DF",20.0,Union Berlin,GER-Bundesliga,1029,11.43,2,0,0.17,0.0,5,35,15,21,1,1,0.0,0.0,0.0,90,40
Tom Watson,ENG,MF,19.0,Brighton,ENG-Premier League,62,0.69,0,0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,100,75
Toma Bašić,CRO,MF,28.0,Lazio,ITA-Serie A,1735,19.28,2,3,0.1,0.16,12,48,16,9,0,1,0.0,0.0,0.0,90,75
Tomas Marques,ESP,MF,18.0,Barcelona,ESP-La Liga,11,0.12,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,100
Tommaso Baldanzi,ITA,MF,22.0,Genoa,ITA-Serie A,785,8.72,1,2,0.11,0.23,7,16,7,6,2,0,0.0,0.0,0.0,90,40
Tommaso Barbieri,ITA,MF,22.0,Cremonese,ITA-Serie A,1707,18.97,0,1,0.0,0.05,2,78,26,14,8,0,0.0,0.0,0.0,90,40
Tommaso Macchioni,ITA,DF,19.0,Sassuolo,ITA-Serie A,90,1.0,0,0,0.0,0.0,0,0,0,2,1,0,0.0,0.0,0.0,90,40
Tommaso Pobega,ITA,MF,26.0,Bologna,ITA-Serie A,1434,15.93,3,1,0.19,0.06,10,2,19,19,2,1,0.0,0.0,0.0,90,40
Tomoya Ando,JPN,DF,26.0,St Pauli,GER-Bundesliga,1260,14.0,0,1,0.0,0.07,2,6,23,14,3,0,0.0,0.0,0.0,90,40
Tomás Esteves,POR,"DF,MF",23.0,Pisa,ITA-Serie A,14,0.16,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Tomáš Souček,CZE,MF,30.0,West Ham,ENG-Premier League,2200,24.44,5,0,0.2,0.0,14,14,23,16,3,1,0.0,0.0,0.0,100,40
Tomáš Suslov,SVK,FW,23.0,Hellas Verona,ITA-Serie A,446,4.96,0,0,0.0,0.0,4,21,6,1,1,1,0.0,0.0,0.0,90,40
Tomáš Čvančara,CZE,FW,24.0,Antalyaspor,TUR-Super Lig,525,5.83,1,0,0.17,0.0,6,4,2,0,1,0,0.0,0.0,0.0,90,40
Toni Borevkovic,CRO,DF,28.0,Samsunspor,TUR-Super Lig,1139,12.66,1,0,0.08,0.0,1,0,11,16,2,0,0.0,0.0,0.0,90,40
Toni Fernández,ESP,FW,17.0,Barcelona,ESP-La Liga,45,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,100
Toni Lato,ESP,"DF,MF",27.0,Mallorca,ESP-La Liga,583,6.48,0,1,0.0,0.15,0,26,8,6,3,0,0.0,0.0,0.0,95,40
Toni Martínez,ESP,FW,28.0,Alavés,ESP-La Liga,2714,30.16,14,3,0.46,0.1,36,14,15,4,2,0,0.0,0.0,0.0,95,40
Torbjørn Heggem,NOR,DF,26.0,Bologna,ITA-Serie A,2113,23.48,0,0,0.0,0.0,2,1,19,25,0,1,0.0,0.0,0.0,90,40
Tosin Adarabioyo,ENG,DF,27.0,Chelsea,ENG-Premier League,795,8.83,0,0,0.0,0.0,0,0,6,9,2,0,0.0,0.0,0.0,100,80
Tosin Aiyegun,BEN,"FW,MF",27.0,Lorient,FRA-Ligue 1,1073,11.92,5,0,0.42,0.0,12,6,5,1,1,0,0.0,0.0,0.0,85,40
Toti Gomes,POR,DF,26.0,Wolves,ENG-Premier League,1424,15.82,0,0,0.0,0.0,2,11,11,13,2,1,0.0,0.0,0.0,100,40
Trai Hume,NIR,"DF,MF",23.0,Sunderland,ENG-Premier League,3036,33.73,2,1,0.06,0.03,7,88,46,25,9,0,0.0,0.0,0.0,100,40
Trent Alexander-Arnold,ENG,DF,26.0,Real Madrid,ESP-La Liga,1163,12.92,0,4,0.0,0.31,2,126,10,13,4,0,0.0,0.0,0.0,95,100
Trevoh Chalobah,ENG,DF,26.0,Chelsea,ENG-Premier League,2783,30.92,3,0,0.1,0.0,5,5,22,37,3,1,0.0,0.0,0.0,100,80
Trey Nyoni,ENG,MF,18.0,Liverpool,ENG-Premier League,24,0.27,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,95
Tuomas Ollila,FIN,DF,25.0,Paris FC,FRA-Ligue 1,308,3.42,0,0,0.0,0.0,1,9,1,4,0,0,0.0,0.0,0.0,85,40
Tuğbey Akgün,TUR,MF,22.0,Karagümrük,TUR-Super Lig,5,0.06,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Tylel Tati,FRA,DF,17.0,Nantes,FRA-Ligue 1,1721,19.12,0,0,0.0,0.0,0,1,13,14,5,1,0.0,0.0,0.0,85,40
Tyler Adams,USA,MF,26.0,Bournemouth,ENG-Premier League,1772,19.69,2,2,0.1,0.1,6,3,24,30,8,0,0.0,0.0,0.0,100,70
Tyler Dibling,ENG,MF,19.0,Everton,ENG-Premier League,358,3.98,0,0,0.0,0.0,0,7,3,6,2,0,0.0,0.0,0.0,100,40
Tyler Fletcher,SCO,MF,18.0,Manchester Utd,ENG-Premier League,18,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,85
Tyler Fredricson,ENG,DF,20.0,Manchester Utd,ENG-Premier League,3,0.03,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,85
Tyler Morton,ENG,MF,22.0,Lyon,FRA-Ligue 1,2517,27.97,2,2,0.07,0.07,8,83,29,24,6,1,0.0,0.0,0.0,85,70
Tyrell Malacia,NED,DF,25.0,Manchester Utd,ENG-Premier League,18,0.2,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,100,85
Tyrese Noubissié,FRA,MF,16.0,Strasbourg,FRA-Ligue 1,58,0.64,0,0,0.0,0.0,0,1,0,2,1,0,0.0,0.0,0.0,85,40
Tyrhys Dolan,ENG,MF,23.0,Espanyol,ESP-La Liga,2415,26.83,2,5,0.07,0.19,12,105,35,15,7,1,0.0,0.0,0.0,95,40
Tyrick Mitchell,ENG,MF,25.0,Crystal Palace,ENG-Premier League,3251,36.12,1,2,0.03,0.06,7,104,65,33,6,0,0.0,0.0,0.0,100,70
Tyrique George,ENG,FW,19.0,Everton,ENG-Premier League,363,4.03,0,0,0.0,0.0,5,11,5,2,2,0,0.0,0.0,0.0,100,40
Tyrone Mings,ENG,DF,32.0,Aston Villa,ENG-Premier League,1324,14.71,0,0,0.0,0.0,1,4,2,11,1,0,0.0,0.0,0.0,100,80
Uchenna Ogundu,NGA,FW,19.0,Alanyaspor,GER-Bundesliga,1029,11.43,2,1,0.17,0.09,8,3,3,4,3,0,0.0,0.0,0.0,90,40
Ufuk Akyol,GER,MF,27.0,Konyaspor,TUR-Super Lig,2,0.02,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40
Ugo Lamare,FRA,FW,18.0,Marseille,FRA-Ligue 1,17,0.19,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,70
Ugo Raghouber,FRA,MF,22.0,Levante,ESP-La Liga,709,7.88,0,0,0.0,0.0,0,2,10,15,1,0,0.0,0.0,0.0,95,40
Ulisses Garcia,SUI,DF,29.0,Sassuolo,ITA-Serie A,1154,12.82,1,2,0.08,0.16,2,35,12,8,4,1,0.0,0.0,0.0,90,40
Umar Sadiq,NGA,FW,28.0,Valencia,ESP-La Liga,1064,11.82,4,2,0.34,0.17,10,6,5,1,4,0,0.0,0.0,0.0,95,40
Umut Bozok,TUR,FW,28.0,Eyüpspor,TUR-Super Lig,2102,23.36,6,6,0.26,0.26,20,5,5,5,4,0,0.0,0.0,0.0,90,40
Umut Güneş,TUR,MF,25.0,Başakşehir,TUR-Super Lig,1999,22.21,1,0,0.05,0.0,2,11,21,22,3,0,0.0,0.0,0.0,90,75
Umut Meraş,TUR,DF,29.0,Eyüpspor,TUR-Super Lig,1823,20.26,0,2,0.0,0.1,1,37,20,33,2,0,0.0,0.0,0.0,90,40
Umut Nayir,TUR,FW,32.0,Konyaspor,TUR-Super Lig,2063,22.92,9,3,0.39,0.13,19,6,1,1,2,0,0.0,0.0,0.0,90,40
Umut Tohumcu,GER,MF,20.0,Hoffenheim,GER-Bundesliga,136,1.51,0,0,0.0,0.0,0,1,1,0,2,0,0.0,0.0,0.0,90,40
Unai Elgezabal,ESP,"DF,MF",32.0,Levante,ESP-La Liga,958,10.64,1,0,0.09,0.0,1,0,4,4,2,0,0.0,0.0,0.0,95,40
Unai Gómez,ESP,MF,22.0,Athletic Club,ESP-La Liga,936,10.4,1,1,0.1,0.1,7,23,8,3,1,0,0.0,0.0,0.0,95,75
Unai López,ESP,MF,29.0,Rayo Vallecano,ESP-La Liga,1612,17.91,0,4,0.0,0.22,4,62,16,21,8,1,0.0,0.0,0.0,95,40
Unai Marrero,ESP,GK,23.0,Real Sociedad,ESP-La Liga,90,1.0,0,0,0.0,0.0,0,0,0,0,1,0,7.0,0.0,1.0,95,75
Unai Núñez,ESP,DF,28.0,Hellas Verona,ESP-La Liga,2176,24.18,0,0,0.0,0.0,2,15,29,34,9,0,0.0,0.0,0.0,95,40
Unai Simón,ESP,GK,28.0,Athletic Club,ESP-La Liga,3330,37.0,0,0,0.0,0.0,0,0,0,0,1,0,97.0,6.0,54.0,95,75
Unai Vencedor Paris,ESP,MF,24.0,Levante,ESP-La Liga,812,9.02,0,0,0.0,0.0,0,23,13,4,3,1,0.0,0.0,0.0,95,40
Urko González,ESP,"DF,MF",24.0,Espanyol,ESP-La Liga,2634,29.27,0,1,0.0,0.03,1,12,33,29,7,0,0.0,0.0,0.0,95,40
Urko Izeta,ESP,FW,25.0,Athletic Club,ESP-La Liga,193,2.14,1,0,0.47,0.0,5,2,0,0,2,0,0.0,0.0,0.0,95,75
Uroš Radaković,SRB,DF,31.0,Nantes,FRA-Ligue 1,101,1.12,0,0,0.0,0.0,0,0,2,4,0,0,0.0,0.0,0.0,85,40
Uğur Kaan Yıldız,TUR,DF,22.0,Göztepe,TUR-Super Lig,80,0.89,0,0,0.0,0.0,1,5,1,1,0,0,0.0,0.0,0.0,90,40
Uğurcan Yazgılı,TUR,DF,26.0,Konyaspor,TUR-Super Lig,2001,22.23,0,1,0.0,0.04,2,9,32,40,9,0,0.0,0.0,0.0,90,40
Uğurcan Çakır,TUR,GK,29.0,Galatasaray,TUR-Super Lig,2610,29.0,0,0,0.0,0.0,0,0,0,0,4,0,76.0,11.0,22.0,90,100
Vakoun Bayo,CIV,FW,28.0,Udinese,ITA-Serie A,453,5.03,0,2,0.0,0.4,2,1,1,0,0,0,0.0,0.0,0.0,90,40
Valentin Carboni,ARG,MF,20.0,Genoa,ITA-Serie A,359,3.99,0,0,0.0,0.0,2,7,8,2,2,0,0.0,0.0,0.0,90,40
Valentin Gendrey,FRA,DF,25.0,Hoffenheim,GER-Bundesliga,59,0.66,1,1,1.52,1.52,1,2,0,1,0,0,0.0,0.0,0.0,90,40
Valentin Mihaila,ROU,"MF,FW",25.0,Rizespor,TUR-Super Lig,1302,14.47,5,3,0.35,0.21,15,21,4,5,4,0,0.0,0.0,0.0,90,40
Valentin Rongier,FRA,MF,30.0,Rennes,FRA-Ligue 1,2745,30.5,2,5,0.07,0.16,10,21,48,36,6,0,0.0,0.0,0.0,85,40
Valentin Rosier,FRA,"DF,MF",28.0,Osasuna,ESP-La Liga,2547,28.3,1,1,0.04,0.04,3,46,32,43,6,1,0.0,0.0,0.0,95,40
Valentino Lazaro,AUT,MF,29.0,Torino,ITA-Serie A,2252,25.02,0,2,0.0,0.08,2,135,25,22,4,0,0.0,0.0,0.0,90,40
Valentín Barco,ARG,MF,21.0,Strasbourg,FRA-Ligue 1,2168,24.09,2,4,0.08,0.17,10,103,33,14,5,1,0.0,0.0,0.0,85,40
Valentín Castellanos,ARG,FW,26.0,West Ham,ENG-Premier League,2076,23.07,8,3,0.35,0.13,30,15,12,9,8,0,0.0,0.0,0.0,100,40
Valentín Gómez,ARG,DF,22.0,Real Betis,ESP-La Liga,1882,20.91,1,0,0.05,0.0,5,12,25,23,5,0,0.0,0.0,0.0,95,40
Vanderson,BRA,"DF,MF",24.0,Monaco,FRA-Ligue 1,616,6.84,0,2,0.0,0.29,0,33,13,19,4,0,0.0,0.0,0.0,85,70
Vanja Milinković-Savić,SRB,GK,28.0,Napoli,ITA-Serie A,2430,27.0,0,1,0.0,0.04,0,0,0,0,0,0,52.0,11.0,24.0,90,90
Vasilije Adžić,MNE,MF,19.0,Juventus,ITA-Serie A,171,1.9,1,0,0.53,0.0,4,4,2,3,0,0,0.0,0.0,0.0,90,85
Vedat Muriqi,KVX,FW,31.0,Mallorca,ESP-La Liga,3128,34.76,23,1,0.66,0.03,50,6,3,3,4,1,0.0,0.0,0.0,95,40
Veljko Birmančević,SRB,FW,27.0,Getafe,ESP-La Liga,142,1.58,0,0,0.0,0.0,1,2,0,2,0,0,0.0,0.0,0.0,95,40
Veljko Milosavljević,SRB,DF,18.0,Bournemouth,ENG-Premier League,368,4.09,0,0,0.0,0.0,0,0,4,4,0,0,0.0,0.0,0.0,100,70
Veysel Sarı,TUR,DF,37.0,Antalyaspor,TUR-Super Lig,1923,21.37,1,1,0.05,0.05,3,1,28,22,4,0,0.0,0.0,0.0,90,40
Victor Boniface,NGA,FW,24.0,Werder Bremen,GER-Bundesliga,333,3.7,0,2,0.0,0.54,6,2,1,0,1,0,0.0,0.0,0.0,90,40
Victor Gidado,NGA,MF,21.0,Gaziantep,TUR-Super Lig,522,5.8,0,0,0.0,0.0,0,0,8,11,2,0,0.0,0.0,0.0,90,40
Victor Lindelöf,SWE,"DF,MF",31.0,Aston Villa,ENG-Premier League,948,10.53,0,1,0.0,0.09,0,0,3,8,0,0,0.0,0.0,0.0,100,80
Victor Nelsson,DEN,DF,26.0,Hellas Verona,ITA-Serie A,3315,36.83,0,0,0.0,0.0,1,5,45,75,4,0,0.0,0.0,0.0,90,40
Victor Osimhen,NGA,FW,26.0,Galatasaray,TUR-Super Lig,1707,18.97,15,5,0.79,0.26,40,14,10,6,8,0,0.0,0.0,0.0,90,100
Victor Parada,ESP,DF,23.0,Alavés,ESP-La Liga,2146,23.84,0,3,0.0,0.13,3,31,14,9,9,1,0.0,0.0,0.0,95,40
Victor Valdepeñas,ESP,DF,18.0,Real Madrid,ESP-La Liga,77,0.86,0,0,0.0,0.0,0,1,3,0,0,0,0.0,0.0,0.0,95,100
Viktor Gyökeres,SWE,FW,27.0,Arsenal,ENG-Premier League,2224,24.71,14,1,0.57,0.04,22,8,5,1,5,0,0.0,0.0,0.0,100,95
Viktor Tsyhankov,UKR,"MF,FW",27.0,Girona,ESP-La Liga,2630,29.22,6,5,0.21,0.17,21,120,22,21,3,0,0.0,0.0,0.0,95,75
Ville Koski,FIN,DF,23.0,Alavés,ESP-La Liga,282,3.13,0,0,0.0,0.0,1,0,3,4,0,0,0.0,0.0,0.0,95,40
Vincent Burlet,BEL,DF,19.0,Lille,FRA-Ligue 1,19,0.21,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,85,70
Vincent Marchetti,FRA,MF,28.0,Paris FC,FRA-Ligue 1,825,9.17,2,1,0.22,0.11,7,1,13,5,1,0,0.0,0.0,0.0,85,40
Vincenzo Grifo,ITA,MF,32.0,Freiburg,GER-Bundesliga,1710,19.0,7,4,0.37,0.21,12,111,5,16,0,0,0.0,0.0,0.0,90,40
Vinicius Júnior,BRA,"FW,MF",25.0,Real Madrid,ESP-La Liga,2815,31.28,16,5,0.51,0.16,46,63,15,2,8,0,0.0,0.0,0.0,95,100
Vinicius Souza,BRA,MF,26.0,Wolfsburg,GER-Bundesliga,1764,19.6,0,0,0.0,0.0,2,4,32,25,5,0,0.0,0.0,0.0,90,40
Virgil van Dijk,NED,DF,34.0,Liverpool,ENG-Premier League,3420,38.0,6,0,0.16,0.0,14,1,15,26,4,0,0.0,0.0,0.0,100,95
Vitaliy Mykolenko,UKR,DF,26.0,Everton,ENG-Premier League,2958,32.87,0,1,0.0,0.03,2,93,25,27,6,0,0.0,0.0,0.0,100,40
Vitaly Janelt,GER,MF,27.0,Brentford,ENG-Premier League,1443,16.03,1,4,0.06,0.25,3,61,17,27,8,0,0.0,0.0,0.0,100,40
Vitinha,POR,"FW,MF",25.0,Genoa,ITA-Serie A,4345,48.28,6,8,0.12,0.17,30,88,52,40,7,0,0.0,0.0,0.0,90,40
Vitor Reis,BRA,DF,19.0,Girona,ESP-La Liga,3138,34.87,1,1,0.03,0.03,4,0,32,35,9,1,0.0,0.0,0.0,95,75
Vladimír Coufal,CZE,"DF,MF",32.0,Hoffenheim,GER-Bundesliga,3012,33.47,1,8,0.03,0.24,6,209,35,39,4,0,0.0,0.0,0.0,90,40
Vladyslav Krapyvtsov,UKR,GK,20.0,Girona,ESP-La Liga,136,1.51,0,0,0.0,0.0,0,0,0,0,0,0,4.0,0.0,6.0,95,75
Vladyslav Vanat,UKR,FW,23.0,Girona,ESP-La Liga,1942,21.58,9,1,0.42,0.05,18,5,3,3,4,0,0.0,0.0,0.0,95,75
Václav Jurečka,CZE,"FW,MF",31.0,Rizespor,TUR-Super Lig,467,5.19,1,0,0.19,0.0,4,0,2,0,2,0,0.0,0.0,0.0,90,40
Václav Černý,CZE,"FW,MF",27.0,Beşiktaş,GER-Bundesliga,2038,22.64,5,8,0.22,0.35,26,84,12,12,1,0,0.0,0.0,0.0,90,100
Víctor Chust,ESP,DF,25.0,Elche,ESP-La Liga,2166,24.07,1,0,0.04,0.0,3,36,35,20,8,1,0.0,0.0,0.0,95,40
Víctor García,ESP,"MF,FW",27.0,Levante,ESP-La Liga,1040,11.56,2,1,0.17,0.09,8,65,15,7,1,0,0.0,0.0,0.0,95,40
Víctor Muñoz,ESP,"MF,FW",22.0,Osasuna,ESP-La Liga,2656,29.51,6,2,0.2,0.07,31,99,13,10,3,0,0.0,0.0,0.0,95,40
Wael Mohya,GER,"MF,FW",16.0,Gladbach,GER-Bundesliga,552,6.13,2,1,0.33,0.16,5,8,7,2,1,0,0.0,0.0,0.0,90,40
Wagner Pina,CPV,DF,22.0,Trabzonspor,TUR-Super Lig,2439,27.1,0,7,0.0,0.26,4,72,41,26,4,1,0.0,0.0,0.0,90,90
Waldemar Anton,GER,DF,29.0,Dortmund,GER-Bundesliga,2880,32.0,2,0,0.06,0.0,6,12,42,33,3,0,0.0,0.0,0.0,90,95
Walid Cheddira,MAR,FW,27.0,Lecce,ITA-Serie A,1221,13.57,4,1,0.29,0.07,12,8,3,1,3,0,0.0,0.0,0.0,90,40
Walter Benítez,ARG,GK,32.0,Crystal Palace,ENG-Premier League,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,3.0,1.0,0.0,100,70
Warmed Omari,COM,DF,25.0,Hamburger SV,GER-Bundesliga,1605,17.83,0,1,0.0,0.06,1,4,19,28,0,0,0.0,0.0,0.0,90,40
Warren Bondo,FRA,MF,21.0,Cremonese,ITA-Serie A,1762,19.58,0,0,0.0,0.0,2,3,16,9,5,0,0.0,0.0,0.0,90,40
Warren Kamanzi,NOR,MF,24.0,Toulouse,FRA-Ligue 1,870,9.67,1,1,0.1,0.1,2,12,11,7,1,0,0.0,0.0,0.0,85,40
Warren Zaïre-Emery,FRA,"DF,MF",19.0,PSG,FRA-Ligue 1,2447,27.19,3,4,0.11,0.15,7,15,29,11,3,0,0.0,0.0,0.0,85,100
Wataru Endo,JPN,DF,32.0,Liverpool,ENG-Premier League,175,1.94,0,1,0.0,0.52,0,3,3,0,1,0,0.0,0.0,0.0,100,95
Wesley,BRA,MF,20.0,Roma,ESP-La Liga,2536,28.18,5,0,0.18,0.0,13,98,40,23,7,2,0.0,0.0,0.0,95,75
Wesley Fofana,FRA,DF,24.0,Chelsea,ENG-Premier League,1722,19.13,0,1,0.0,0.05,1,2,11,38,9,2,0.0,0.0,0.0,100,80
Wesley Saïd,FRA,MF,30.0,Lens,FRA-Ligue 1,1991,22.12,12,2,0.54,0.09,27,22,15,9,2,0,0.0,0.0,0.0,85,70
Weston McKennie,USA,MF,26.0,Juventus,ITA-Serie A,2835,31.5,5,5,0.16,0.16,16,36,24,26,5,0,0.0,0.0,0.0,90,85
Wilfred Ndidi,NGA,MF,28.0,Beşiktaş,TUR-Super Lig,1996,22.18,2,0,0.09,0.0,10,5,34,40,5,0,0.0,0.0,0.0,90,100
Wilfried Gnonto,ITA,FW,21.0,Leeds United,ENG-Premier League,537,5.97,0,1,0.0,0.17,0,20,13,3,3,0,0.0,0.0,0.0,100,40
Wilfried Singo,CIV,DF,24.0,Galatasaray,TUR-Super Lig,951,10.57,2,1,0.19,0.09,3,9,11,14,3,0,0.0,0.0,0.0,90,100
Will Hughes,ENG,MF,30.0,Crystal Palace,ENG-Premier League,1571,17.46,0,0,0.0,0.0,0,45,16,15,7,0,0.0,0.0,0.0,100,70
Willem Geubbels,FRA,FW,23.0,Paris FC,FRA-Ligue 1,1013,11.26,5,0,0.44,0.0,9,9,2,6,0,0,0.0,0.0,0.0,85,40
Willi Orban,HUN,DF,32.0,RB Leipzig,GER-Bundesliga,2949,32.77,2,0,0.06,0.0,9,8,33,45,4,0,0.0,0.0,0.0,90,90
William Bøving,DEN,MF,22.0,Mainz 05,GER-Bundesliga,223,2.48,0,1,0.0,0.4,0,8,2,0,1,0,0.0,0.0,0.0,90,40
William Mikelbrencis,FRA,"MF,DF",21.0,Hamburger SV,GER-Bundesliga,1372,15.24,0,4,0.0,0.26,6,54,22,6,3,0,0.0,0.0,0.0,90,40
William Osula,DEN,FW,21.0,Newcastle,ENG-Premier League,819,9.1,7,0,0.77,0.0,12,3,5,1,0,0,0.0,0.0,0.0,100,75
William Saliba,FRA,DF,24.0,Arsenal,ENG-Premier League,2614,29.04,1,0,0.03,0.0,1,9,23,15,2,0,0.0,0.0,0.0,100,95
Willian Pacho,ECU,DF,23.0,PSG,FRA-Ligue 1,1914,21.27,0,0,0.0,0.0,1,0,26,26,0,0,0.0,0.0,0.0,85,100
Williot Swedberg,SWE,"FW,MF",21.0,Celta Vigo,ESP-La Liga,1270,14.11,5,5,0.35,0.35,12,8,17,4,2,0,0.0,0.0,0.0,95,40
Willy Kambwala,FRA,DF,20.0,Villarreal,ESP-La Liga,86,0.96,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,75
Wilson Isidor,HAI,FW,24.0,Sunderland,ENG-Premier League,1165,12.94,6,0,0.46,0.0,17,0,8,2,1,0,0.0,0.0,0.0,100,40
Wilson Odobert,FRA,"MF,FW",20.0,Tottenham,ENG-Premier League,985,10.94,0,2,0.0,0.18,8,28,8,0,0,0,0.0,0.0,0.0,100,80
Wisdom Mike,GER,FW,16.0,Bayern Munich,GER-Bundesliga,30,0.33,0,0,0.0,0.0,1,1,0,1,0,0,0.0,0.0,0.0,90,100
Wladimiro Falcone,ITA,GK,30.0,Lecce,ITA-Serie A,3420,38.0,0,0,0.0,0.0,0,0,2,0,2,0,108.0,10.0,50.0,90,40
Wojciech Szczęsny,POL,GK,35.0,Barcelona,ESP-La Liga,720,8.0,0,0,0.0,0.0,0,0,0,0,0,0,22.0,0.0,15.0,95,100
Wout Faes,BEL,DF,27.0,Monaco,FRA-Ligue 1,1141,12.68,0,0,0.0,0.0,1,1,12,14,3,0,0.0,0.0,0.0,85,70
Wouter Burger,NED,MF,24.0,Hoffenheim,GER-Bundesliga,2430,27.0,4,5,0.15,0.19,13,89,42,19,7,1,0.0,0.0,0.0,90,40
